"Name","Version","PSComputerName"
"Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29914","14.28.29914","STF129250"
"Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660","12.0.40660","STF129250"
"ProMonitor Administration Utility","7.0.0","STF129250"
"Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","STF129250"
"Microsoft Visual C++ 2005 Redistributable (x64)","8.0.61000","STF129250"
"ProMetrix","18.2.1","STF129250"
"Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","10.0.40219","STF129250"
"Microsoft FSLogix Apps","2.9.7205.27375","STF129250"
"Microsoft FSLogix Apps","2.9.7205.27375","STF129250"
"Microsoft Visual C++ 2019 X64 Additional Runtime - 14.28.29914","14.28.29914","STF129250"
"ProGeneral","19.4.0","STF129250"
"ProMonitor Training Administration Utility","7.0.0","STF129250"
"PSI In-application Plugin","1.0.267","STF129250"
"ProSolution","13.0.0","STF129250"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","12.0.40660","STF129250"
"Google Chrome","107.0.5304.106","STF129250"
"ProVerify","18.1.0","STF129250"
"ProResource","1.0.0","STF129250"
"Windows Firewall Configuration Provider","1.2.3412.0","STF129250"
"WithSecure? Elements Agent","4.38.440.0","STF129250"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","STF129250"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161","STF129250"
"ProAchieve","19.4.0","STF129250"
"Duo Authentication for Windows Logon x64","4.2.0.1263","STF129250"
"Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","STF129250"
"ProPortal Administration Utility","1.1.0","STF129250"
"SMART Notebook","11.4.564.0","STF129250"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","12.0.40660","STF129250"
"DameWare Mini Remote Control Service","12.2.1.27","STF129250"
"ProPortal Training Administration Utility","1.1.0","STF129250"
"Google Update Helper","1.3.36.51","STF129250"
"Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.28.29914","14.28.29914","STF129250"
"ProObserve","18.1.1","STF129250"
"ProSAR","19.1.1","STF129250"
"Teams Machine-Wide Installer","1.3.0.13565","STF129250"
"ProEngage","19.1.3","STF129250"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030","11.0.61030","STF129250"
"Microsoft Visual C++ 2005 Redistributable","8.0.61001","STF129250"
"Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.28.29914","14.28.29914","STF129250"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","STF129250"
"Education Software 2013 December Update","11.4.120.0","STF129250"
"Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660","12.0.40660","STF129250"
"Microsoft Silverlight","5.1.50918.0","STF129250"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030","11.0.61030","STF129250"
"SMART English (United Kingdom) Language Pack","11.4.19.0","STF129250"
"Configuration Manager Client","5.00.9058.1000","STF129250"
"Curriculum Surveyor Administrator","2.65.3","STF129250"
"ProSolutionTraining","13.0.0","STF129250"
"Microsoft Policy Platform","68.1.1010.0","STF129250"
"SMART Common Files","11.5.159.0","STF129250"
"Office 16 Click-to-Run Localization Component","16.0.10391.20029","STF129251"
"Office 16 Click-to-Run Licensing Component","16.0.10391.20029","STF129251"
"Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29914","14.28.29914","STF129251"
"Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660","12.0.40660","STF129251"
"ProMonitor Administration Utility","7.0.0","STF129251"
"Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","STF129251"
"Microsoft Visual C++ 2005 Redistributable (x64)","8.0.61000","STF129251"
"ProMetrix","18.2.1","STF129251"
"Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","10.0.40219","STF129251"
"Microsoft FSLogix Apps","2.9.7205.27375","STF129251"
"Microsoft FSLogix Apps","2.9.7205.27375","STF129251"
"Microsoft Visual C++ 2019 X64 Additional Runtime - 14.28.29914","14.28.29914","STF129251"
"ProGeneral","19.4.0","STF129251"
"ProMonitor Training Administration Utility","7.0.0","STF129251"
"PSI In-application Plugin","1.0.267","STF129251"
"ProSolution","13.0.0","STF129251"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","12.0.40660","STF129251"
"Google Chrome","107.0.5304.89","STF129251"
"ProVerify","18.1.0","STF129251"
"ProResource","1.0.0","STF129251"
"Windows Firewall Configuration Provider","1.2.3412.0","STF129251"
"WithSecure? Elements Agent","4.38.440.0","STF129251"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","STF129251"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161","STF129251"
"ProAchieve","19.4.0","STF129251"
"Duo Authentication for Windows Logon x64","4.2.0.1263","STF129251"
"Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","STF129251"
"ProPortal Administration Utility","1.1.0","STF129251"
"SMART Notebook","11.4.564.0","STF129251"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","12.0.40660","STF129251"
"DameWare Mini Remote Control Service","12.2.1.27","STF129251"
"ProPortal Training Administration Utility","1.1.0","STF129251"
"Google Update Helper","1.3.36.51","STF129251"
"Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.28.29914","14.28.29914","STF129251"
"ProObserve","18.1.1","STF129251"
"ProSAR","19.1.1","STF129251"
"Teams Machine-Wide Installer","1.4.0.26376","STF129251"
"ProEngage","19.1.3","STF129251"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030","11.0.61030","STF129251"
"Microsoft Visual C++ 2005 Redistributable","8.0.61001","STF129251"
"Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.28.29914","14.28.29914","STF129251"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","STF129251"
"SMART English (United Kingdom) Handwriting Resources","15.1.10.0","STF129251"
"Education Software 2013 December Update","11.4.120.0","STF129251"
"Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660","12.0.40660","STF129251"
"Microsoft Silverlight","5.1.50918.0","STF129251"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030","11.0.61030","STF129251"
"SMART English (United Kingdom) Language Pack","11.4.19.0","STF129251"
"Configuration Manager Client","5.00.9058.1000","STF129251"
"Curriculum Surveyor Administrator","2.65.3","STF129251"
"ProSolutionTraining","13.0.0","STF129251"
"Microsoft Policy Platform","68.1.1010.0","STF129251"
"SMART Common Files","11.5.159.0","STF129251"
"Office 16 Click-to-Run Localization Component","16.0.10391.20029","STF129265"
"Office 16 Click-to-Run Licensing Component","16.0.10391.20029","STF129265"
"Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29914","14.28.29914","STF129265"
"Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660","12.0.40660","STF129265"
"ProMonitor Administration Utility","7.0.0","STF129265"
"Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","STF129265"
"Microsoft Visual C++ 2005 Redistributable (x64)","8.0.61000","STF129265"
"ProMetrix","18.2.1","STF129265"
"Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","10.0.40219","STF129265"
"Microsoft FSLogix Apps","2.9.7205.27375","STF129265"
"Microsoft FSLogix Apps","2.9.7205.27375","STF129265"
"Microsoft Visual C++ 2019 X64 Additional Runtime - 14.28.29914","14.28.29914","STF129265"
"ProGeneral","19.4.0","STF129265"
"ProMonitor Training Administration Utility","7.0.0","STF129265"
"PSI In-application Plugin","1.0.267","STF129265"
"ProSolution","13.0.0","STF129265"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","12.0.40660","STF129265"
"ProVerify","18.1.0","STF129265"
"ProResource","1.0.0","STF129265"
"Windows Firewall Configuration Provider","1.2.3412.0","STF129265"
"WithSecure? Elements Agent","4.38.440.0","STF129265"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","STF129265"
"Rainbow (msi package installation)","1.73.1.0","STF129265"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161","STF129265"
"ProAchieve","19.4.0","STF129265"
"Duo Authentication for Windows Logon x64","4.2.0.1263","STF129265"
"Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","STF129265"
"ProPortal Administration Utility","1.1.0","STF129265"
"SMART Notebook","11.4.564.0","STF129265"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","12.0.40660","STF129265"
"DameWare Mini Remote Control Service","12.2.1.27","STF129265"
"ProPortal Training Administration Utility","1.1.0","STF129265"
"Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.28.29914","14.28.29914","STF129265"
"ProObserve","18.1.1","STF129265"
"ProSAR","19.1.1","STF129265"
"Google Chrome","107.0.5304.106","STF129265"
"Teams Machine-Wide Installer","1.4.0.26376","STF129265"
"ProEngage","19.1.3","STF129265"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030","11.0.61030","STF129265"
"Microsoft Visual C++ 2005 Redistributable","8.0.61001","STF129265"
"Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.28.29914","14.28.29914","STF129265"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","STF129265"
"Education Software 2013 December Update","11.4.120.0","STF129265"
"Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660","12.0.40660","STF129265"
"Microsoft Silverlight","5.1.50918.0","STF129265"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030","11.0.61030","STF129265"
"SMART English (United Kingdom) Language Pack","11.4.19.0","STF129265"
"Configuration Manager Client","5.00.9058.1000","STF129265"
"Curriculum Surveyor Administrator","2.65.3","STF129265"
"ProSolutionTraining","13.0.0","STF129265"
"Microsoft Policy Platform","68.1.1010.0","STF129265"
"SMART Common Files","11.5.159.0","STF129265"
"SecureClient","11.11.91.0","STF129766"
"SecureClient_CANDG","12.23.250.60","STF129766"
"Office 16 Click-to-Run Extensibility Component","16.0.10391.20029","STF129766"
"Office 16 Click-to-Run Localization Component","16.0.10391.20029","STF129766"
"Office 16 Click-to-Run Licensing Component","16.0.10391.20029","STF129766"
"Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29914","14.28.29914","STF129766"
"PSI Bridge Secure Browser","2.5.2.0","STF129766"
"Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660","12.0.40660","STF129766"
"ProMonitor Administration Utility","7.0.0","STF129766"
"Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","STF129766"
"Microsoft Visual C++ 2005 Redistributable (x64)","8.0.61000","STF129766"
"ProMetrix","18.2.1","STF129766"
"Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","10.0.40219","STF129766"
"Microsoft FSLogix Apps","2.9.7205.27375","STF129766"
"Microsoft FSLogix Apps","2.9.7205.27375","STF129766"
"Microsoft Visual C++ 2019 X64 Additional Runtime - 14.28.29914","14.28.29914","STF129766"
"ProGeneral","19.4.0","STF129766"
"Questionmark Secure Browser","6.1.6","STF129766"
"ProMonitor Training Administration Utility","7.0.0","STF129766"
"ProSolution","13.0.0","STF129766"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","12.0.40660","STF129766"
"Google Chrome","107.0.5304.106","STF129766"
"ProVerify","18.1.0","STF129766"
"ProResource","1.0.0","STF129766"
"Windows Firewall Configuration Provider","1.2.3412.0","STF129766"
"WithSecure? Elements Agent","4.38.440.0","STF129766"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","STF129766"
"Rainbow (msi package installation)","1.73.1.0","STF129766"
"Invigilator Dashboard","7.0.5714.5","STF129766"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161","STF129766"
"ProAchieve","19.4.0","STF129766"
"Duo Authentication for Windows Logon x64","4.2.0.1263","STF129766"
"Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","STF129766"
"ProPortal Administration Utility","1.1.0","STF129766"
"SMART Notebook","11.4.564.0","STF129766"
"PSI In-application Plugin","1.0.269","STF129766"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","12.0.40660","STF129766"
"ProPortal Training Administration Utility","1.1.0","STF129766"
"Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.28.29914","14.28.29914","STF129766"
"ProObserve","18.1.1","STF129766"
"ProSAR","19.1.1","STF129766"
"Teams Machine-Wide Installer","1.3.0.13565","STF129766"
"ProEngage","19.1.3","STF129766"
"Microsoft Edge","107.0.1418.35","STF129766"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030","11.0.61030","STF129766"
"Microsoft Visual C++ 2005 Redistributable","8.0.61001","STF129766"
"Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.28.29914","14.28.29914","STF129766"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","STF129766"
"Education Software 2013 December Update","11.4.120.0","STF129766"
"Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660","12.0.40660","STF129766"
"Microsoft SQL Server Compact 3.5 SP2 ENU","3.5.8080.0","STF129766"
"Microsoft Silverlight","5.1.50918.0","STF129766"
"Microsoft SQL Server Compact 3.5 SP2 x64 ENU","3.5.8080.0","STF129766"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030","11.0.61030","STF129766"
"SMART English (United Kingdom) Language Pack","11.4.19.0","STF129766"
"Configuration Manager Client","5.00.9058.1000","STF129766"
"Curriculum Surveyor Administrator","2.65.3","STF129766"
"ProSolutionTraining","13.0.0","STF129766"
"Microsoft Policy Platform","68.1.1010.0","STF129766"
"SMART Common Files","11.5.159.0","STF129766"
"Office 16 Click-to-Run Localization Component","16.0.10391.20029","STF130155"
"Office 16 Click-to-Run Licensing Component","16.0.10391.20029","STF130155"
"Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29914","14.28.29914","STF130155"
"Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660","12.0.40660","STF130155"
"ProMonitor Administration Utility","7.0.0","STF130155"
"Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","STF130155"
"Microsoft Visual C++ 2005 Redistributable (x64)","8.0.61000","STF130155"
"ProMetrix","18.2.1","STF130155"
"Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","10.0.40219","STF130155"
"Microsoft FSLogix Apps","2.9.7205.27375","STF130155"
"Microsoft FSLogix Apps","2.9.7205.27375","STF130155"
"Microsoft Visual C++ 2019 X64 Additional Runtime - 14.28.29914","14.28.29914","STF130155"
"ProGeneral","19.4.0","STF130155"
"ProMonitor Training Administration Utility","7.0.0","STF130155"
"ClassWiz Emulator Subscription for fx-570/991EX","2.01.0000","STF130155"
"PSI In-application Plugin","1.0.267","STF130155"
"ProSolution","13.0.0","STF130155"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","12.0.40660","STF130155"
"ProVerify","18.1.0","STF130155"
"ProResource","1.0.0","STF130155"
"Windows Firewall Configuration Provider","1.2.3412.0","STF130155"
"WithSecure? Elements Agent","4.38.440.0","STF130155"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","STF130155"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161","STF130155"
"ProAchieve","19.4.0","STF130155"
"Duo Authentication for Windows Logon x64","4.2.0.1263","STF130155"
"Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","STF130155"
"ProPortal Administration Utility","1.1.0","STF130155"
"SMART Notebook","11.4.564.0","STF130155"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","12.0.40660","STF130155"
"ProPortal Training Administration Utility","1.1.0","STF130155"
"Google Update Helper","1.3.36.51","STF130155"
"Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.28.29914","14.28.29914","STF130155"
"ProObserve","18.1.1","STF130155"
"ProSAR","19.1.1","STF130155"
"Teams Machine-Wide Installer","1.3.0.13565","STF130155"
"ProEngage","19.1.3","STF130155"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030","11.0.61030","STF130155"
"Microsoft Visual C++ 2005 Redistributable","8.0.61001","STF130155"
"Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.28.29914","14.28.29914","STF130155"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","STF130155"
"Education Software 2013 December Update","11.4.120.0","STF130155"
"Google Chrome","107.0.5304.88","STF130155"
"Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660","12.0.40660","STF130155"
"Microsoft Silverlight","5.1.50918.0","STF130155"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030","11.0.61030","STF130155"
"SMART English (United Kingdom) Language Pack","11.4.19.0","STF130155"
"Configuration Manager Client","5.00.9058.1000","STF130155"
"Curriculum Surveyor Administrator","2.65.3","STF130155"
"ProSolutionTraining","13.0.0","STF130155"
"Microsoft Policy Platform","68.1.1010.0","STF130155"
"DameWare Mini Remote Control Service","12.2.2.12","STF130155"
"SMART Common Files","11.5.159.0","STF130155"
"Office 16 Click-to-Run Localization Component","16.0.10391.20029","STF130471"
"Office 16 Click-to-Run Licensing Component","16.0.10391.20029","STF130471"
"Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29914","14.28.29914","STF130471"
"Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660","12.0.40660","STF130471"
"ProMonitor Administration Utility","7.0.0","STF130471"
"Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","STF130471"
"Microsoft Visual C++ 2005 Redistributable (x64)","8.0.61000","STF130471"
"ProMetrix","18.2.1","STF130471"
"Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","10.0.40219","STF130471"
"Microsoft FSLogix Apps","2.9.7205.27375","STF130471"
"Microsoft FSLogix Apps","2.9.7205.27375","STF130471"
"Microsoft Visual C++ 2019 X64 Additional Runtime - 14.28.29914","14.28.29914","STF130471"
"ProGeneral","19.4.0","STF130471"
"ProMonitor Training Administration Utility","7.0.0","STF130471"
"ClassWiz Emulator Subscription for fx-570/991EX","2.01.0020","STF130471"
"PSI In-application Plugin","1.0.267","STF130471"
"ProSolution","13.0.0","STF130471"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","12.0.40660","STF130471"
"ProVerify","18.1.0","STF130471"
"ProResource","1.0.0","STF130471"
"Google Chrome","107.0.5304.88","STF130471"
"Windows Firewall Configuration Provider","1.2.3412.0","STF130471"
"WithSecure? Elements Agent","4.38.440.0","STF130471"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","STF130471"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161","STF130471"
"ProAchieve","19.4.0","STF130471"
"Duo Authentication for Windows Logon x64","4.2.0.1263","STF130471"
"Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","STF130471"
"ProPortal Administration Utility","1.1.0","STF130471"
"SMART Notebook","11.4.564.0","STF130471"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","12.0.40660","STF130471"
"ProPortal Training Administration Utility","1.1.0","STF130471"
"Google Update Helper","1.3.36.51","STF130471"
"Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.28.29914","14.28.29914","STF130471"
"ProObserve","18.1.1","STF130471"
"ProSAR","19.1.1","STF130471"
"Teams Machine-Wide Installer","1.3.0.13565","STF130471"
"ProEngage","19.1.3","STF130471"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030","11.0.61030","STF130471"
"Microsoft Visual C++ 2005 Redistributable","8.0.61001","STF130471"
"Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.28.29914","14.28.29914","STF130471"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","STF130471"
"Education Software 2013 December Update","11.4.120.0","STF130471"
"Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660","12.0.40660","STF130471"
"Microsoft Silverlight","5.1.50918.0","STF130471"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030","11.0.61030","STF130471"
"SMART English (United Kingdom) Language Pack","11.4.19.0","STF130471"
"Configuration Manager Client","5.00.9058.1000","STF130471"
"Curriculum Surveyor Administrator","2.65.3","STF130471"
"ProSolutionTraining","13.0.0","STF130471"
"Microsoft Policy Platform","68.1.1010.0","STF130471"
"DameWare Mini Remote Control Service","12.2.2.12","STF130471"
"SMART Common Files","11.5.159.0","STF130471"
"Office 16 Click-to-Run Localization Component","16.0.10391.20029","STF130494"
"Office 16 Click-to-Run Licensing Component","16.0.10391.20029","STF130494"
"Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29914","14.28.29914","STF130494"
"Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660","12.0.40660","STF130494"
"ProMonitor Administration Utility","7.0.0","STF130494"
"Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","STF130494"
"Microsoft Visual C++ 2005 Redistributable (x64)","8.0.61000","STF130494"
"ProMetrix","18.2.1","STF130494"
"Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","10.0.40219","STF130494"
"Microsoft FSLogix Apps","2.9.7205.27375","STF130494"
"Microsoft FSLogix Apps","2.9.7205.27375","STF130494"
"Microsoft Visual C++ 2019 X64 Additional Runtime - 14.28.29914","14.28.29914","STF130494"
"ProGeneral","19.4.0","STF130494"
"ProMonitor Training Administration Utility","7.0.0","STF130494"
"PSI In-application Plugin","1.0.267","STF130494"
"ProSolution","13.0.0","STF130494"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","12.0.40660","STF130494"
"ProVerify","18.1.0","STF130494"
"ProResource","1.0.0","STF130494"
"Windows Firewall Configuration Provider","1.2.3412.0","STF130494"
"WithSecure? Elements Agent","4.38.440.0","STF130494"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","STF130494"
"Rainbow (msi package installation)","1.73.1.0","STF130494"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161","STF130494"
"ProAchieve","19.4.0","STF130494"
"Duo Authentication for Windows Logon x64","4.2.0.1263","STF130494"
"Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","STF130494"
"ProPortal Administration Utility","1.1.0","STF130494"
"SMART Notebook","11.4.564.0","STF130494"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","12.0.40660","STF130494"
"DameWare Mini Remote Control Service","12.2.1.27","STF130494"
"ProPortal Training Administration Utility","1.1.0","STF130494"
"Google Update Helper","1.3.36.51","STF130494"
"Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.28.29914","14.28.29914","STF130494"
"ProObserve","18.1.1","STF130494"
"ProSAR","19.1.1","STF130494"
"Google Chrome","107.0.5304.88","STF130494"
"Teams Machine-Wide Installer","1.3.0.13565","STF130494"
"ProEngage","19.1.3","STF130494"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030","11.0.61030","STF130494"
"Microsoft Visual C++ 2005 Redistributable","8.0.61001","STF130494"
"Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.28.29914","14.28.29914","STF130494"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","STF130494"
"Education Software 2013 December Update","11.4.120.0","STF130494"
"Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660","12.0.40660","STF130494"
"Microsoft Silverlight","5.1.50918.0","STF130494"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030","11.0.61030","STF130494"
"SMART English (United Kingdom) Language Pack","11.4.19.0","STF130494"
"Configuration Manager Client","5.00.9058.1000","STF130494"
"Curriculum Surveyor Administrator","2.65.3","STF130494"
"ProSolutionTraining","13.0.0","STF130494"
"Microsoft Policy Platform","68.1.1010.0","STF130494"
"SMART Common Files","11.5.159.0","STF130494"
"Office 16 Click-to-Run Localization Component","16.0.10391.20029","STF130506"
"Office 16 Click-to-Run Licensing Component","16.0.10391.20029","STF130506"
"Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29914","14.28.29914","STF130506"
"Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660","12.0.40660","STF130506"
"ProMonitor Administration Utility","7.0.0","STF130506"
"Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","STF130506"
"Microsoft Visual C++ 2005 Redistributable (x64)","8.0.61000","STF130506"
"ProMetrix","18.2.1","STF130506"
"Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","10.0.40219","STF130506"
"Microsoft FSLogix Apps","2.9.7205.27375","STF130506"
"Microsoft FSLogix Apps","2.9.7205.27375","STF130506"
"Microsoft Visual C++ 2019 X64 Additional Runtime - 14.28.29914","14.28.29914","STF130506"
"ProGeneral","19.4.0","STF130506"
"ProMonitor Training Administration Utility","7.0.0","STF130506"
"PSI In-application Plugin","1.0.267","STF130506"
"ProSolution","13.0.0","STF130506"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","12.0.40660","STF130506"
"Google Chrome","107.0.5304.89","STF130506"
"ProVerify","18.1.0","STF130506"
"ProResource","1.0.0","STF130506"
"Microsoft Update Health Tools","2.82.0.0","STF130506"
"Windows Firewall Configuration Provider","1.2.3412.0","STF130506"
"WithSecure? Elements Agent","4.38.440.0","STF130506"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","STF130506"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161","STF130506"
"ProAchieve","19.4.0","STF130506"
"Duo Authentication for Windows Logon x64","4.2.0.1263","STF130506"
"Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","STF130506"
"ProPortal Administration Utility","1.1.0","STF130506"
"SMART Notebook","11.4.564.0","STF130506"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","12.0.40660","STF130506"
"DameWare Mini Remote Control Service","12.2.1.27","STF130506"
"ProPortal Training Administration Utility","1.1.0","STF130506"
"Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.28.29914","14.28.29914","STF130506"
"ProObserve","18.1.1","STF130506"
"ProSAR","19.1.1","STF130506"
"Teams Machine-Wide Installer","1.3.0.13565","STF130506"
"ProEngage","19.1.3","STF130506"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030","11.0.61030","STF130506"
"Microsoft Visual C++ 2005 Redistributable","8.0.61001","STF130506"
"Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.28.29914","14.28.29914","STF130506"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","STF130506"
"Education Software 2013 December Update","11.4.120.0","STF130506"
"Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660","12.0.40660","STF130506"
"Microsoft Silverlight","5.1.50918.0","STF130506"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030","11.0.61030","STF130506"
